"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Sep 16 01:10:40 UTC 2021","Thu Sep 16 01:11:30 UTC 2021","50650","e2e.interOp.android.PassPointConnection","test_PassPointConnection","TestPassPointConnection","","","test_PassPointConnection_2g_WPA[setup_profiles0]",""
"skipped","Thu Sep 16 00:58:45 UTC 2021","Thu Sep 16 00:58:45 UTC 2021","0","e2e.interOp.android.AirplaneMode","test_ToggleAirplaneMode_BridgeMode","TestToggleAirplaneModeAndroidBridgeMode","","","test_ToogleAirplaneMode_5g_WPA2_Personal_BRIDGE[setup_profiles0]",""
"skipped","Thu Sep 16 00:50:22 UTC 2021","Thu Sep 16 00:50:22 UTC 2021","0","e2e.interOp.android.AirplaneMode","test_ToggleAirplaneMode","TestToggleAirplaneModeAndroid","","","test_ToogleAirplaneMode_2g_WPA2_Personal[setup_profiles0]",""
"failed","Thu Sep 16 00:30:46 UTC 2021","Thu Sep 16 00:31:41 UTC 2021","54573","e2e.interOp.android.AccessPointConnection","test_AccessPointConnection","TestAcessPointConnection","","","test_AccessPointConnection_2g_WPA2_Personal[setup_profiles0]",""
"failed","Thu Sep 16 00:51:05 UTC 2021","Thu Sep 16 00:51:56 UTC 2021","50394","e2e.interOp.android.AirplaneMode","test_ToggleAirplaneMode","TestToggleAirplaneModeAndroid","","","test_ToogleAirplaneMode_5g_WPA[setup_profiles0]",""
"skipped","Thu Sep 16 01:44:59 UTC 2021","Thu Sep 16 01:44:59 UTC 2021","0","e2e.interOp.android.client_connectivity","test_BridgeMode","TestBridgeMode","","","test_ClientConnectivity_2g_WPA2_Personal_Bridge[setup_profiles0]",""
"skipped","Thu Sep 16 01:54:15 UTC 2021","Thu Sep 16 01:54:15 UTC 2021","1","e2e.interOp.android.client_connectivity","test_NatMode","TestNatMode","","","test_ClientConnectivity_2g_WPA2_Personal[setup_profiles0]",""
"failed","Thu Sep 16 00:54:11 UTC 2021","Thu Sep 16 00:55:02 UTC 2021","50429","e2e.interOp.android.AirplaneMode","test_ToggleAirplaneMode","TestToggleAirplaneModeAndroid","","","test_ToogleAirplaneMode_5g_Open[setup_profiles0]",""
"failed","Thu Sep 16 00:41:59 UTC 2021","Thu Sep 16 00:42:49 UTC 2021","50277","e2e.interOp.android.AccessPointConnection","test_AccessPointConnection_BridgeMode","TestAcessPointConnectionBridge","","","test_AccessPointConnection_5g_WPA_Bridge[setup_profiles0]",""
"failed","Thu Sep 16 01:45:42 UTC 2021","Thu Sep 16 01:46:33 UTC 2021","50115","e2e.interOp.android.client_connectivity","test_BridgeMode","TestBridgeMode","","","test_ClientConnectivity_2g_WPA_Bridge[setup_profiles0]",""
"failed","Thu Sep 16 01:59:36 UTC 2021","Thu Sep 16 02:00:27 UTC 2021","50696","e2e.interOp.android.client_connectivity","test_NatMode","TestNatMode","","","test_ClientConnectivity_5g_OPEN[setup_profiles0]",""
"failed","Thu Sep 16 01:12:10 UTC 2021","Thu Sep 16 01:12:59 UTC 2021","49430","e2e.interOp.android.PassPointConnection","test_PassPointConnection","TestPassPointConnection","","","test_PassPointConnection_5g_OPEN[setup_profiles0]",""
"skipped","Thu Sep 16 01:35:16 UTC 2021","Thu Sep 16 01:35:16 UTC 2021","1","e2e.interOp.android.WifiMode","test_WifiMode_BridgeMode","TestToggleWifiModeBridge","","","test_ToogleWifiMode_5g_WPA2_Personal_BRIDGE[setup_profiles0]",""
"failed","Thu Sep 16 01:41:15 UTC 2021","Thu Sep 16 01:42:06 UTC 2021","50322","e2e.interOp.android.WifiMode","test_WifiMode_BridgeMode","TestToggleWifiModeBridge","","","test_ToogleWifiMode_2g_OPEN_BRIDGE[setup_profiles0]",""
"failed","Thu Sep 16 00:33:56 UTC 2021","Thu Sep 16 00:34:48 UTC 2021","51883","e2e.interOp.android.AccessPointConnection","test_AccessPointConnection","TestAcessPointConnection","","","test_AccessPointConnection_2g_WPA[setup_profiles0]",""
"skipped","Thu Sep 16 01:26:56 UTC 2021","Thu Sep 16 01:26:56 UTC 2021","1","e2e.interOp.android.WifiMode","test_ToggleWifiMode","TestToggleWifiMode","","","test_ToogleWifiMode_2g_WPA2_Personal[setup_profiles0]",""
"failed","Thu Sep 16 00:45:00 UTC 2021","Thu Sep 16 00:45:50 UTC 2021","49398","e2e.interOp.android.AccessPointConnection","test_AccessPointConnection_BridgeMode","TestAcessPointConnectionBridge","","","test_AccessPointConnection_2g_OPEN_Bridge[setup_profiles0]",""
"failed","Thu Sep 16 01:29:13 UTC 2021","Thu Sep 16 01:30:02 UTC 2021","49694","e2e.interOp.android.WifiMode","test_ToggleWifiMode","TestToggleWifiMode","","","test_ToogleWifiMode_2g_WPA[setup_profiles0]",""
"failed","Thu Sep 16 01:23:02 UTC 2021","Thu Sep 16 01:23:52 UTC 2021","49370","e2e.interOp.android.PassPointConnection","test_PassPointConnection_BridgeMode","TestPassPointConnectionBridgeMode","","","test_PassPointConnection_2g_Open_BRIDGE[setup_profiles0]",""
"skipped","Thu Sep 16 00:49:42 UTC 2021","Thu Sep 16 00:49:42 UTC 2021","147","e2e.interOp.android.AirplaneMode","test_ToggleAirplaneMode","TestToggleAirplaneModeAndroid","","","test_ToogleAirplaneMode_5g_WPA2_Personal[setup_profiles0]",""
"skipped","Thu Sep 16 01:08:25 UTC 2021","Thu Sep 16 01:08:25 UTC 2021","0","e2e.interOp.android.PassPointConnection","test_PassPointConnection","TestPassPointConnection","","","test_PassPointConnection_2g_WPA2_Personal[setup_profiles0]",""
"failed","Thu Sep 16 01:21:33 UTC 2021","Thu Sep 16 01:22:23 UTC 2021","49565","e2e.interOp.android.PassPointConnection","test_PassPointConnection_BridgeMode","TestPassPointConnectionBridgeMode","","","test_PassPointConnection_5g_Open_BRIDGE[setup_profiles0]",""
"skipped","Thu Sep 16 01:17:45 UTC 2021","Thu Sep 16 01:17:45 UTC 2021","3","e2e.interOp.android.PassPointConnection","test_PassPointConnection_BridgeMode","TestPassPointConnectionBridgeMode","","","test_PassPointConnection_2g_WPA2_Personal_BRIDGE[setup_profiles0]",""
"failed","Thu Sep 16 00:37:13 UTC 2021","Thu Sep 16 00:38:03 UTC 2021","50247","e2e.interOp.android.AccessPointConnection","test_AccessPointConnection","TestAcessPointConnection","","","test_AccessPointConnection_5g_OPEN[setup_profiles0]",""
"failed","Thu Sep 16 00:55:41 UTC 2021","Thu Sep 16 00:56:31 UTC 2021","49844","e2e.interOp.android.AirplaneMode","test_ToggleAirplaneMode","TestToggleAirplaneModeAndroid","","","test_ToogleAirplaneMode_2g_Open[setup_profiles0]",""
"skipped","Thu Sep 16 01:17:01 UTC 2021","Thu Sep 16 01:17:01 UTC 2021","1","e2e.interOp.android.PassPointConnection","test_PassPointConnection_BridgeMode","TestPassPointConnectionBridgeMode","","","test_PassPointConnection_5g_WPA2_Personal_BRIDGE[setup_profiles0]",""
"skipped","Thu Sep 16 01:53:32 UTC 2021","Thu Sep 16 01:53:32 UTC 2021","2","e2e.interOp.android.client_connectivity","test_NatMode","TestNatMode","","","test_ClientConnectivity_5g_WPA2_Personal[setup_profiles0]",""
"skipped","Thu Sep 16 00:41:19 UTC 2021","Thu Sep 16 00:41:19 UTC 2021","0","e2e.interOp.android.AccessPointConnection","test_AccessPointConnection_BridgeMode","TestAcessPointConnectionBridge","","","test_AccessPointConnection_2g_WPA2_Personal_Bridge[setup_profiles0]",""
"failed","Thu Sep 16 01:30:42 UTC 2021","Thu Sep 16 01:31:32 UTC 2021","49895","e2e.interOp.android.WifiMode","test_ToggleWifiMode","TestToggleWifiMode","","","test_ToogleWifiMode_5g_OPEN[setup_profiles0]",""
"failed","Thu Sep 16 00:46:37 UTC 2021","Thu Sep 16 00:47:29 UTC 2021","52156","e2e.interOp.android.AccessPointConnection","test_AccessPointConnection_BridgeMode","TestAcessPointConnectionBridge","","","test_AccessPointConnection_5g_OPEN_Bridge[setup_profiles0]",""
"failed","Thu Sep 16 01:58:05 UTC 2021","Thu Sep 16 01:58:55 UTC 2021","49590","e2e.interOp.android.client_connectivity","test_NatMode","TestNatMode","","","test_ClientConnectivity_2g_OPEN[setup_profiles0]",""
"failed","Thu Sep 16 01:36:45 UTC 2021","Thu Sep 16 01:37:35 UTC 2021","50037","e2e.interOp.android.WifiMode","test_WifiMode_BridgeMode","TestToggleWifiModeBridge","","","test_ToogleWifiMode_5g_WPA_BRIDGE[setup_profiles0]",""
"failed","Thu Sep 16 01:18:29 UTC 2021","Thu Sep 16 01:19:18 UTC 2021","49958","e2e.interOp.android.PassPointConnection","test_PassPointConnection_BridgeMode","TestPassPointConnectionBridgeMode","","","test_PassPointConnection_5g_WPA_BRIDGE[setup_profiles0]",""
"failed","Thu Sep 16 01:00:09 UTC 2021","Thu Sep 16 01:00:59 UTC 2021","49930","e2e.interOp.android.AirplaneMode","test_ToggleAirplaneMode_BridgeMode","TestToggleAirplaneModeAndroidBridgeMode","","","test_ToogleAirplaneMode_5g_WPA_BRIDGE[setup_profiles0]",""
"failed","Thu Sep 16 01:38:14 UTC 2021","Thu Sep 16 01:39:04 UTC 2021","49831","e2e.interOp.android.WifiMode","test_WifiMode_BridgeMode","TestToggleWifiModeBridge","","","test_ToogleWifiMode_2g_WPA_BRIDGE[setup_profiles0]",""
"failed","Thu Sep 16 01:01:40 UTC 2021","Thu Sep 16 01:02:29 UTC 2021","49012","e2e.interOp.android.AirplaneMode","test_ToggleAirplaneMode_BridgeMode","TestToggleAirplaneModeAndroidBridgeMode","","","test_ToogleAirplaneMode_2g_WPA_BRIDGE[setup_profiles0]",""
"skipped","Thu Sep 16 00:40:35 UTC 2021","Thu Sep 16 00:40:35 UTC 2021","1","e2e.interOp.android.AccessPointConnection","test_AccessPointConnection_BridgeMode","TestAcessPointConnectionBridge","","","test_AccessPointConnection_5g_WPA2_Personal_Bridge[setup_profiles0]",""
"failed","Thu Sep 16 00:43:31 UTC 2021","Thu Sep 16 00:44:21 UTC 2021","49668","e2e.interOp.android.AccessPointConnection","test_AccessPointConnection_BridgeMode","TestAcessPointConnectionBridge","","","test_AccessPointConnection_2g_WPA_Bridge[setup_profiles0]",""
"skipped","Thu Sep 16 00:59:28 UTC 2021","Thu Sep 16 00:59:28 UTC 2021","1","e2e.interOp.android.AirplaneMode","test_ToggleAirplaneMode_BridgeMode","TestToggleAirplaneModeAndroidBridgeMode","","","test_ToogleAirplaneMode_2g_WPA2_Personal_BRIDGE[setup_profiles0]",""
"skipped","Thu Sep 16 01:36:00 UTC 2021","Thu Sep 16 01:36:00 UTC 2021","0","e2e.interOp.android.WifiMode","test_WifiMode_BridgeMode","TestToggleWifiModeBridge","","","test_ToogleWifiMode_2g_WPA2_Personal_BRIDGE[setup_profiles0]",""
"failed","Thu Sep 16 01:48:47 UTC 2021","Thu Sep 16 01:49:38 UTC 2021","50909","e2e.interOp.android.client_connectivity","test_BridgeMode","TestBridgeMode","","","test_ClientConnectivity_2g_OPEN_Bridge[setup_profiles0]",""
