"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Aug 27 12:17:19 UTC 2021","Fri Aug 27 12:41:57 UTC 2021","1478523","e2e.basic.performance_tests.dataplane_throughput_test","performance","TestDataplaneThroughputNAT","","","test_tcp_upd_5g_band[setup_profiles0]","Dataplane THroughput nat Mode
           pytest -m ""dataplane_throughput_test and nat and wpa2_personal and fiveg""
        "
"broken","Fri Aug 27 12:12:33 UTC 2021","Fri Aug 27 12:17:18 UTC 2021","285381","e2e.basic.performance_tests.dataplane_throughput_test","performance","TestDataplaneThroughputNAT","","","test_tcp_upd_2g_band[setup_profiles0]","Dataplane THroughput nat Mode
           pytest -m ""dataplane_throughput_test and nat and wpa2_personal and twog""
        "
"passed","Fri Aug 27 11:54:35 UTC 2021","Fri Aug 27 12:02:38 UTC 2021","483754","e2e.basic.performance_tests.dataplane_throughput_test","performance","TestDataplaneThroughputBRIDGE","","","test_tcp_upd_2g_band[setup_profiles0]","Dataplane THroughput BRIDGE Mode
           pytest -m ""dataplane_throughput_test and BRIDGE and wpa2_personal and twog""
        "
"passed","Fri Aug 27 12:02:38 UTC 2021","Fri Aug 27 12:10:48 UTC 2021","489512","e2e.basic.performance_tests.dataplane_throughput_test","performance","TestDataplaneThroughputBRIDGE","","","test_tcp_upd_5g_band[setup_profiles0]","Dataplane THroughput BRIDGE Mode
           pytest -m ""dataplane_throughput_test and BRIDGE and wpa2_personal and fiveg""
        "
"passed","Fri Aug 27 12:54:31 UTC 2021","Fri Aug 27 12:58:16 UTC 2021","224238","e2e.basic.performance_tests.dual_band_performance_test.wpa2_personal","test_bridge_mode","TestDualbandPerformanceBRIDGE","","","test_client_wpa2_personal[setup_profiles0]",""
"passed","Fri Aug 27 13:00:01 UTC 2021","Fri Aug 27 13:03:49 UTC 2021","228527","e2e.basic.performance_tests.dual_band_performance_test.wpa2_personal","test_nat_mode","TestDualbandPerformanceNat","","","test_client_wpa2_personal[setup_profiles0]",""
"passed","Fri Aug 27 13:49:13 UTC 2021","Fri Aug 27 14:02:29 UTC 2021","796488","e2e.basic.performance_tests.wifi_capacity_test","test_bridge_mode","TestWifiCapacityBRIDGEModeDualBand","","","test_client_wpa2_BRIDGE_udp_bidirectional[setup_profiles0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"passed","Fri Aug 27 13:09:21 UTC 2021","Fri Aug 27 13:22:20 UTC 2021","778642","e2e.basic.performance_tests.wifi_capacity_test","test_bridge_mode","TestWifiCapacityBRIDGEModeDualBand","","","test_client_wpa2_BRIDGE_tcp_dl[setup_profiles0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"passed","Fri Aug 27 13:35:57 UTC 2021","Fri Aug 27 13:49:13 UTC 2021","795787","e2e.basic.performance_tests.wifi_capacity_test","test_bridge_mode","TestWifiCapacityBRIDGEModeDualBand","","","test_client_wpa2_BRIDGE_tcp_bidirectional[setup_profiles0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"passed","Fri Aug 27 13:22:20 UTC 2021","Fri Aug 27 13:35:57 UTC 2021","817160","e2e.basic.performance_tests.wifi_capacity_test","test_bridge_mode","TestWifiCapacityBRIDGEModeDualBand","","","test_client_wpa2_BRIDGE_udp_dl[setup_profiles0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
