"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 25 08:18:05 UTC 2021","Wed Aug 25 08:26:40 UTC 2021","515100","e2e.basic.performance_tests.dataplane_throughput_test","performance","TestDataplaneThroughputBRIDGE","","","test_tcp_upd_5g_band[setup_profiles0]","Dataplane THroughput BRIDGE Mode
           pytest -m ""dataplane_throughput_test and BRIDGE and wpa2_personal and fiveg""
        "
"passed","Wed Aug 25 08:10:02 UTC 2021","Wed Aug 25 08:18:05 UTC 2021","482714","e2e.basic.performance_tests.dataplane_throughput_test","performance","TestDataplaneThroughputBRIDGE","","","test_tcp_upd_2g_band[setup_profiles0]","Dataplane THroughput BRIDGE Mode
           pytest -m ""dataplane_throughput_test and BRIDGE and wpa2_personal and twog""
        "
"passed","Wed Aug 25 08:28:25 UTC 2021","Wed Aug 25 09:10:42 UTC 2021","2536797","e2e.basic.performance_tests.dataplane_throughput_test","performance","TestDataplaneThroughputNAT","","","test_tcp_upd_2g_band[setup_profiles0]","Dataplane THroughput nat Mode
           pytest -m ""dataplane_throughput_test and nat and wpa2_personal and twog""
        "
"passed","Wed Aug 25 09:10:42 UTC 2021","Wed Aug 25 09:56:56 UTC 2021","2773726","e2e.basic.performance_tests.dataplane_throughput_test","performance","TestDataplaneThroughputNAT","","","test_tcp_upd_5g_band[setup_profiles0]","Dataplane THroughput nat Mode
           pytest -m ""dataplane_throughput_test and nat and wpa2_personal and fiveg""
        "
"passed","Wed Aug 25 10:01:58 UTC 2021","Wed Aug 25 10:05:42 UTC 2021","223428","e2e.basic.performance_tests.dual_band_performance_test.wpa2_personal","test_bridge_mode","TestDualbandPerformanceBRIDGE","","","test_client_wpa2_personal[setup_profiles0]",""
"passed","Wed Aug 25 10:09:00 UTC 2021","Wed Aug 25 10:12:50 UTC 2021","230099","e2e.basic.performance_tests.dual_band_performance_test.wpa2_personal","test_nat_mode","TestDualbandPerformanceNat","","","test_client_wpa2_personal[setup_profiles0]",""
"passed","Wed Aug 25 10:58:55 UTC 2021","Wed Aug 25 11:15:43 UTC 2021","1007682","e2e.basic.performance_tests.wifi_capacity_test","test_bridge_mode","TestWifiCapacityBRIDGEModeDualBand","","","test_client_wpa2_BRIDGE_udp_bidirectional[setup_profiles0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"broken","Wed Aug 25 10:51:22 UTC 2021","Wed Aug 25 10:58:55 UTC 2021","453151","e2e.basic.performance_tests.wifi_capacity_test","test_bridge_mode","TestWifiCapacityBRIDGEModeDualBand","","","test_client_wpa2_BRIDGE_tcp_bidirectional[setup_profiles0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"passed","Wed Aug 25 10:17:51 UTC 2021","Wed Aug 25 10:34:11 UTC 2021","979207","e2e.basic.performance_tests.wifi_capacity_test","test_bridge_mode","TestWifiCapacityBRIDGEModeDualBand","","","test_client_wpa2_BRIDGE_tcp_dl[setup_profiles0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"passed","Wed Aug 25 10:34:11 UTC 2021","Wed Aug 25 10:51:22 UTC 2021","1030989","e2e.basic.performance_tests.wifi_capacity_test","test_bridge_mode","TestWifiCapacityBRIDGEModeDualBand","","","test_client_wpa2_BRIDGE_udp_dl[setup_profiles0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
